-60655.32655157988,12:51:35.017077
-198210.3045407813,12:51:35.018079
-277191.35980064597,12:51:35.018211
-249350.27135278095,12:51:35.063749
-188840.43160470042,12:51:35.064003
-127548.25980470827,12:51:35.066933
-70792.64736874314,12:51:35.067221
-33492.299101312026,12:51:35.070580
-20847.425135445133,12:51:35.070867
-12687.598267371395,12:51:35.114461
10464.389900311104,12:51:35.114787
42803.390882642845,12:51:35.117695
64122.46113000957,12:51:35.117981
67403.73809680903,12:51:35.120893
65166.49870464603,12:51:35.121183
70500.53354060806,12:51:35.124442
83896.1484255418,12:51:35.124748
93757.58527943969,12:51:35.127740
88577.1899227169,12:51:35.128034
73316.0829164325,12:51:35.130577
65187.876280232354,12:51:35.130869
70519.92231921092,12:51:35.164050
75609.66099149658,12:51:35.164379
65904.6110754013,12:51:35.166941
48651.04398507782,12:51:35.167042
43910.428331880976,12:51:35.167744
51684.71159452659,12:51:35.167835
52396.90130794587,12:51:35.168521
38987.49576032061,12:51:35.168611
25284.723812113163,12:51:35.212416
24317.1348760954,12:51:35.212690
30689.83649441485,12:51:35.214387
30730.407469305046,12:51:35.214625
21636.74311040279,12:51:35.216496
11009.687959341663,12:51:35.216734
5575.052916747232,12:51:35.218983
7130.626880669991,12:51:35.219269
10828.743605995121,12:51:35.221470
8160.351153500781,12:51:35.221750
-1203.96502733126,12:51:35.223618
-6424.168556405652,12:51:35.223901
-1314.5318673351876,12:51:35.263595
4110.911328514344,12:51:35.263900
-703.0710343078695,12:51:35.265992
-10353.072286535744,12:51:35.266273
-12191.19662561628,12:51:35.268418
-5505.779863957736,12:51:35.268678
-2669.3779922666986,12:51:35.270499
-7604.53453046159,12:51:35.270764
-10877.191750992479,12:51:35.312623
-6967.5101107056,12:51:35.312932
-1465.4551643187751,12:51:35.314469
-1754.6865281408386,12:51:35.314729
-5863.152038689395,12:51:35.316550
-7362.456977383268,12:51:35.316806
-6308.114621399141,12:51:35.318817
-5249.223948663914,12:51:35.319077
-3943.64995349822,12:51:35.320820
-3749.2907899424968,12:51:35.321074
-6193.329801378882,12:51:35.322606
-8177.356153595412,12:51:35.322858
-5312.741493699413,12:51:35.362686
-197.47326892145827,12:51:35.362972
-234.1373841493862,12:51:35.364908
-3477.569527723408,12:51:35.365165
-1445.1811841161846,12:51:35.366981
3739.9992797961345,12:51:35.367237
3723.4670907879126,12:51:35.369029
100.61232237188983,12:51:35.369287
-371.0362471704662,12:51:35.412422
2424.4208135768313,12:51:35.412714
3907.1014707720406,12:51:35.414256
2076.9077637734017,12:51:35.414515
576.274923853975,12:51:35.416309
1257.5227462070338,12:51:35.416567
262.9445152022339,12:51:35.418495
-2084.9332549713467,12:51:35.418754
-2360.3551256585793,12:51:35.420402
-2353.007063972438,12:51:35.420657
-4280.850710182455,12:51:35.422176
-5008.734940941946,12:51:35.422433
-1171.021897269617,12:51:35.463203
3574.6838250806313,12:51:35.463532
3573.944531573721,12:51:35.465546
397.4201110817137,12:51:35.465830
-77.08082140309267,12:51:35.467684
1686.4252596527042,12:51:35.467970
