-77190.25349308875,12:48:03.912715
-255294.99242941072,12:48:03.916812
-364456.852180865,12:48:03.917117
-336179.72579979256,12:48:03.960299
-257806.7068454384,12:48:03.960627
-178366.37001709803,12:48:03.963816
-109832.75580189806,12:48:03.964106
-58482.264646501164,12:48:03.966996
-29222.408012531872,12:48:03.967283
-10282.807201617412,12:48:04.009286
19584.351811782566,12:48:04.009623
62395.117101124575,12:48:04.012892
95524.31152351538,12:48:04.013188
100048.74816667932,12:48:04.015734
89598.62370063725,12:48:04.016028
91863.17857310701,12:48:04.018596
110696.71616143337,12:48:04.018887
121556.77893444173,12:48:04.021993
110120.20525690072,12:48:04.022318
94082.41082742398,12:48:04.024967
92562.824416015,12:48:04.025266
102266.11761814314,12:48:04.059038
104532.10367713316,12:48:04.059369
89724.43602085994,12:48:04.062051
71868.89441651631,12:48:04.062356
68371.32836086831,12:48:04.064648
74985.42098479686,12:48:04.064934
73812.02955832632,12:48:04.067209
57771.068332552124,12:48:04.067496
36604.01430047204,12:48:04.108634
25922.237304490907,12:48:04.108936
29708.462012771182,12:48:04.111186
33019.12776367403,12:48:04.111448
22026.043950028354,12:48:04.113744
3872.185502901634,12:48:04.114000
-2722.9124824923547,12:48:04.116569
5623.8687660989035,12:48:04.116844
12249.179835194635,12:48:04.119104
8129.326922313746,12:48:04.119373
588.0191444464009,12:48:04.121495
539.8777077425532,12:48:04.121756
10273.067172175644,12:48:04.157292
17183.282426802878,12:48:04.157459
11897.742497803296,12:48:04.158631
1151.2768105796233,12:48:04.158773
-3382.54188033007,12:48:04.159777
-182.8246143359438,12:48:04.159914
1789.6098158076975,12:48:04.161152
-3400.698017761973,12:48:04.161290
-11432.012722983227,12:48:04.208598
-13653.63823623963,12:48:04.208927
-7985.553323797117,12:48:04.210842
-95.14751611844815,12:48:04.211134
4161.066072955383,12:48:04.213306
6467.3521080042,12:48:04.213567
14286.262110596215,12:48:04.215576
27676.58825068165,12:48:04.215839
38919.17177571151,12:48:04.217824
42588.0826513753,12:48:04.218081
41426.08419969708,12:48:04.219612
43021.012801910714,12:48:04.219871
45046.8910837096,12:48:04.258143
37007.57084109864,12:48:04.258448
16566.45333322921,12:48:04.260104
-8799.908257789948,12:48:04.260359
-32020.95285140932,12:48:04.262227
-49199.42767856407,12:48:04.262720
-60718.50908702783,12:48:04.264397
-71904.2696369758,12:48:04.264653
-81557.21611722525,12:48:04.308235
-83792.69397889763,12:48:04.308568
-79554.10909039542,12:48:04.310596
-72806.51033706254,12:48:04.310890
-66696.58727159079,12:48:04.312472
-61030.34985086433,12:48:04.312722
-51876.836548395484,12:48:04.314464
-39762.816451360144,12:48:04.314720
-29359.49090033692,12:48:04.316448
-22371.38485282527,12:48:04.316708
-15387.889561236856,12:48:04.318219
-5085.275193742869,12:48:04.318476
5331.470212674847,12:48:04.358665
12363.378798570204,12:48:04.359064
17314.78910943052,12:48:04.361275
22930.121642091814,12:48:04.361564
29345.28616377155,12:48:04.363356
33051.97004307026,12:48:04.363640
34207.752172636385,12:48:04.365697
36157.29637200657,12:48:04.365981
37372.87724608915,12:48:04.368303
33940.634889683206,12:48:04.368594
28686.67271931075,12:48:04.371059
27785.596493357516,12:48:04.371363
29064.242458743996,12:48:04.373123
26680.733587719886,12:48:04.373414
22194.719709996596,12:48:04.375290
20004.849085922742,12:48:04.375579
18495.936228184924,12:48:04.377475
15313.09888810696,12:48:04.377767
13307.80982152168,12:48:04.408216
13308.566651047036,12:48:04.408544
10813.075999292632,12:48:04.410689
4234.018862833045,12:48:04.410983
-373.27590111077006,12:48:04.458073
968.9754707304478,12:48:04.458622
2471.6326558659907,12:48:04.460512
-525.2068204863036,12:48:04.460803
-3559.2795997337157,12:48:04.462518
-2554.946959156187,12:48:04.462800
-844.525189111109,12:48:04.508037
-2511.0290738576696,12:48:04.508365
-5592.472722673331,12:48:04.510044
-5623.076183638557,12:48:04.510367
-3395.816325879841,12:48:04.512203
-3213.1995225031815,12:48:04.512486
-5551.290559508358,12:48:04.514444
-6909.645796196337,12:48:04.514724
-6625.810009398664,12:48:04.516343
-6846.196472939536,12:48:04.516644
-5906.983797746315,12:48:04.518507
-2697.759303818118,12:48:04.518787
-1648.1074315707374,12:48:04.558099
-4456.728462189784,12:48:04.558458
-6023.542250731012,12:48:04.560132
-4273.874246164178,12:48:04.560412
-2861.8663347227657,12:48:04.562283
-3936.971109212125,12:48:04.562566
-4815.445899410652,12:48:04.564241
-2681.670190616029,12:48:04.564518
-356.47336045172847,12:48:04.607926
-2016.8545472417013,12:48:04.608216
-5056.366698247704,12:48:04.609701
-4084.6110999864527,12:48:04.609959
-1484.9748802978168,12:48:04.611460
-1822.9759825034564,12:48:04.611716
-2706.5338960382787,12:48:04.613198
-1516.881479534734,12:48:04.613451
-779.6216467486372,12:48:04.615121
-1330.185414215482,12:48:04.615379
-720.132808786948,12:48:04.616905
588.7277133412701,12:48:04.617155
-391.24243496326017,12:48:04.658503
-2822.97281141384,12:48:04.658829
-2014.4725670282787,12:48:04.660502
2025.6186218150347,12:48:04.660789
2543.960775459165,12:48:04.662467
-1017.1358202437751,12:48:04.662744
-674.1148558422046,12:48:04.664417
3263.325161682591,12:48:04.664688
4156.975071429457,12:48:04.708268
1235.003156444002,12:48:04.708602
-1762.2028620862025,12:48:04.710314
-2248.5293309043236,12:48:04.710602
-1528.2764301442312,12:48:04.712235
-516.323824945797,12:48:04.712512
147.95175234914603,12:48:04.714145
-1018.1072402842111,12:48:04.714426
-2917.339159870168,12:48:04.716062
-3195.722351278508,12:48:04.716387
-1535.311483319387,12:48:04.718072
-180.7824256712248,12:48:04.718373
-404.92824894799423,12:48:04.758462
-1188.6986515557387,12:48:04.758793
-779.0193268174628,12:48:04.760467
1289.4722151081514,12:48:04.760749
2844.875597739145,12:48:04.762420
2191.812057882141,12:48:04.762700
1152.7503892249479,12:48:04.764549
1746.4188434418918,12:48:04.764836
2078.536215520816,12:48:04.808305
950.3590397184194,12:48:04.808631
539.3414988710906,12:48:04.810324
1360.6007807064252,12:48:04.810609
1871.50907831975,12:48:04.812447
1023.5292133432939,12:48:04.812735
-553.1199546037192,12:48:04.814395
-849.5404484622925,12:48:04.814677
-736.350688029125,12:48:04.816298
-969.3036447031602,12:48:04.816570
470.3261723981906,12:48:04.818414
2042.8064758684588,12:48:04.818695
573.7804731650865,12:48:04.858533
-1601.2826682642547,12:48:04.858862
-327.31601567189966,12:48:04.860529
2704.315383602027,12:48:04.860816
3143.3350501346026,12:48:04.862494
1020.000204143988,12:48:04.862780
272.1426594468872,12:48:04.864432
2142.042804955711,12:48:04.864707
3162.6141539701994,12:48:04.907835
968.9304082989516,12:48:04.908118
-1457.2767561506157,12:48:04.909613
-911.0834604853178,12:48:04.909870
535.3194673362976,12:48:04.911367
749.2785433647192,12:48:04.911621
442.4918056191443,12:48:04.913071
-525.4905454520448,12:48:04.913318
-2610.7505266962685,12:48:04.914791
-4650.905050178174,12:48:04.915040
-4432.878083870393,12:48:04.916518
-1991.7069713745789,12:48:04.916772
-806.1604105714409,12:48:04.960044
-1629.5904114074128,12:48:04.961786
-1647.7659522644303,12:48:04.962070
23.407801724759054,12:48:04.963644
537.1688091757688,12:48:04.963903
-1438.286096264719,12:48:04.965354
-2280.012531450071,12:48:04.965605
-1826.2437008796237,12:48:04.967115
-2021.235508960465,12:48:04.967369
-387.8842630536149,12:48:05.007885
1391.3300459052261,12:48:05.008190
974.8481646855628,12:48:05.009704
1064.4737500284364,12:48:05.009960
1304.5582546391358,12:48:05.011467
1062.9499069670858,12:48:05.011722
1065.92230463104,12:48:05.013180
757.1733270172541,12:48:05.013427
11.680088921500499,12:48:05.014968
-1239.318463597697,12:48:05.015223
-2060.79694579253,12:48:05.058430
-2764.553058975535,12:48:05.058754
-3884.805689531924,12:48:05.060824
-2338.7576370066713,12:48:05.061115
1651.230809878264,12:48:05.062777
2529.7235963721178,12:48:05.063055
-5.64703097337258,12:48:05.064695
-412.52094597921905,12:48:05.064973
1619.94587063617,12:48:05.066653
